ORDERNUMBER,ORDERLINENUMBER,order_id,order_line,warehouse,delivery_date,shipping_cost
10347,1,10347,1,WH_ONLY,2004-11-30,51.96845060950023
10357,10,10357,10,WH_ONLY,2004-12-11,57.14771194367172
10369,2,10369,2,WH_ONLY,2005-01-20,51.71087301449617
10381,3,10381,3,WH_ONLY,2005-02-18,51.056552903414854
10391,4,10391,4,WH_ONLY,2005-03-11,51.885869472672304
10411,9,10411,9,WH_ONLY,2005-05-02,51.18513984356786
10424,6,10424,6,WH_ONLY,2005-05-31,51.19213354741483
10107,5,10107,5,WH_ONLY,2003-02-24,49.99936300950232
10120,3,10120,3,WH_ONLY,2003-04-29,51.50012365652175
10134,5,10134,5,WH_ONLY,2003-07-01,49.54479864231777
10145,9,10145,9,WH_ONLY,2003-08-26,50.044444218355295
10159,17,10159,17,WH_ONLY,2003-10-10,51.520225123855795
10168,4,10168,4,WH_ONLY,2003-10-28,49.76555749388395
10180,12,10180,12,WH_ONLY,2003-11-11,49.412095750184626
10188,4,10188,4,WH_ONLY,2003-11-18,49.314133759430845
10201,5,10201,5,WH_ONLY,2003-12-01,52.41854603142067
10210,2,10210,2,WH_ONLY,2004-01-14,50.681895454815695
10223,4,10223,4,WH_ONLY,2004-02-20,50.334808828331745
10236,1,10236,1,WH_ONLY,2004-04-05,51.74203331892727
10251,5,10251,5,WH_ONLY,2004-05-20,51.51508114787358
10263,5,10263,5,WH_ONLY,2004-06-28,50.59589040643849
10275,4,10275,4,WH_ONLY,2004-07-23,51.05309979041734
10285,9,10285,9,WH_ONLY,2004-08-27,52.10951797096369
10298,1,10298,1,WH_ONLY,2004-09-29,51.51197782038681
10308,2,10308,2,WH_ONLY,2004-10-16,54.50959490181933
10318,4,10318,4,WH_ONLY,2004-11-02,51.56313945968004
10329,2,10329,2,WH_ONLY,2004-11-15,51.22031887328635
10339,4,10339,4,WH_ONLY,2004-11-24,50.342584340273106
10361,8,10361,8,WH_ONLY,2004-12-17,50.78783677140527
10374,5,10374,5,WH_ONLY,2005-02-02,49.69283899511183
10388,5,10388,5,WH_ONLY,2005-03-03,49.36263214516102
10402,1,10402,1,WH_ONLY,2005-04-08,51.45263765438625
10417,5,10417,5,WH_ONLY,2005-05-13,49.00504394364608
10107,4,10107,4,WH_ONLY,2003-02-26,50.915845433226835
10120,2,10120,2,WH_ONLY,2003-04-29,50.96491857184187
10134,4,10134,4,WH_ONLY,2003-07-01,49.31638628693845
10145,8,10145,8,WH_ONLY,2003-08-25,51.88245746182247
10159,16,10159,16,WH_ONLY,2003-10-10,49.811306054271036
10168,3,10168,3,WH_ONLY,2003-10-28,50.054428408910574
10180,11,10180,11,WH_ONLY,2003-11-11,50.4307458672354
10188,3,10188,3,WH_ONLY,2003-11-18,50.1156673141405
10201,4,10201,4,WH_ONLY,2003-12-01,49.726446809121434
10210,1,10210,1,WH_ONLY,2004-01-14,51.43759890552152
10223,3,10223,3,WH_ONLY,2004-02-20,51.89409112604227
10237,9,10237,9,WH_ONLY,2004-04-07,50.17788582516557
10251,4,10251,4,WH_ONLY,2004-05-19,51.524099609196256
10263,4,10263,4,WH_ONLY,2004-06-30,51.55469179400006
10275,3,10275,3,WH_ONLY,2004-07-23,52.082042585285066
10285,8,10285,8,WH_ONLY,2004-08-27,50.546351829266314
10299,11,10299,11,WH_ONLY,2004-09-30,50.217862041259096
10308,1,10308,1,WH_ONLY,2004-10-16,55.19962988322865
10318,3,10318,3,WH_ONLY,2004-11-02,51.084574106579254
10329,3,10329,3,WH_ONLY,2004-11-15,51.43930020217551
10339,3,10339,3,WH_ONLY,2004-11-23,49.50028702739367
10362,4,10362,4,WH_ONLY,2005-01-05,50.52988283873727
10374,1,10374,1,WH_ONLY,2005-02-02,51.82578758951056
10388,7,10388,7,WH_ONLY,2005-03-03,51.6989271842922
10403,9,10403,9,WH_ONLY,2005-04-08,52.63971250309832
10417,4,10417,4,WH_ONLY,2005-05-13,51.34014754258519
10105,2,10105,2,WH_ONLY,2003-02-13,50.386933597904736
10119,11,10119,11,WH_ONLY,2003-04-28,51.30479392052675
10129,2,10129,2,WH_ONLY,2003-06-13,51.048440887096355
10143,15,10143,15,WH_ONLY,2003-08-11,49.21668951560877
10155,13,10155,13,WH_ONLY,2003-10-08,50.74348394638101
10167,9,10167,9,WH_ONLY,2003-10-23,51.14954825480913
10178,12,10178,12,WH_ONLY,2003-11-10,50.266535761708184
10186,9,10186,9,WH_ONLY,2003-11-14,51.92339395515203
10197,6,10197,6,WH_ONLY,2003-11-27,51.15623683020007
10209,8,10209,8,WH_ONLY,2004-01-09,52.501235829467205
10222,12,10222,12,WH_ONLY,2004-02-19,49.74497566485985
10248,3,10248,3,WH_ONLY,2004-05-07,49.840776527652764
10261,1,10261,1,WH_ONLY,2004-06-18,51.49498151265925
10273,4,10273,4,WH_ONLY,2004-07-22,50.21453069682102
10283,6,10283,6,WH_ONLY,2004-08-20,51.72755145696342
10295,1,10295,1,WH_ONLY,2004-09-10,51.961995923855206
10307,9,10307,9,WH_ONLY,2004-10-16,54.44883085265147
10316,17,10316,17,WH_ONLY,2004-11-01,50.535798104553464
10325,6,10325,6,WH_ONLY,2004-11-05,50.594333529216755
10337,8,10337,8,WH_ONLY,2004-11-22,50.32989963585742
10350,5,10350,5,WH_ONLY,2004-12-02,52.38330183369777
10359,6,10359,6,WH_ONLY,2004-12-16,52.12170794764178
10373,3,10373,3,WH_ONLY,2005-02-01,51.029491652510124
10384,4,10384,4,WH_ONLY,2005-02-25,51.42682436364679
10395,2,10395,2,WH_ONLY,2005-03-18,50.59635509231781
10400,9,10400,9,WH_ONLY,2005-04-01,51.81930491534128
10414,3,10414,3,WH_ONLY,2005-05-06,51.08116607374
10103,4,10103,4,WH_ONLY,2003-01-29,51.327997963482176
10114,8,10114,8,WH_ONLY,2003-04-01,52.32044769223533
10126,4,10126,4,WH_ONLY,2003-05-30,49.9632697330866
10140,4,10140,4,WH_ONLY,2003-07-24,51.7091415971537
10150,1,10150,1,WH_ONLY,2003-09-19,50.081036427355684
10164,2,10164,2,WH_ONLY,2003-10-21,50.206744731388625
10175,9,10175,9,WH_ONLY,2003-11-06,50.8137458365899
10183,1,10183,1,WH_ONLY,2003-11-13,52.6875314351259
10194,4,10194,4,WH_ONLY,2003-11-27,51.64674248859632
10207,15,10207,15,WH_ONLY,2003-12-09,51.37580077057906
10217,4,10217,4,WH_ONLY,2004-02-05,51.29521721112995
10229,9,10229,9,WH_ONLY,2004-03-11,50.792301556901066
10245,2,10245,2,WH_ONLY,2004-05-04,51.79126160130138
10259,12,10259,12,WH_ONLY,2004-06-15,50.87362003215574
10270,2,10270,2,WH_ONLY,2004-07-19,50.42946954989898
10281,9,10281,9,WH_ONLY,2004-08-19,49.45534959987116
10291,4,10291,4,WH_ONLY,2004-09-08,51.455611513777164
10305,13,10305,13,WH_ONLY,2004-10-13,51.90446313109633
10313,7,10313,7,WH_ONLY,2004-10-22,50.23102928074603
10322,8,10322,8,WH_ONLY,2004-11-04,49.09793880176965
10334,2,10334,2,WH_ONLY,2004-11-19,51.778028407541555
10347,2,10347,2,WH_ONLY,2004-11-30,49.88299272553442
10357,9,10357,9,WH_ONLY,2004-12-10,51.1845755879377
10370,4,10370,4,WH_ONLY,2005-01-20,52.33822553410298
10381,6,10381,6,WH_ONLY,2005-02-17,50.860469201396114
10391,7,10391,7,WH_ONLY,2005-03-11,49.78453052902149
10411,2,10411,2,WH_ONLY,2005-05-02,51.61222310732464
10425,12,10425,12,WH_ONLY,2005-05-31,51.61327006958188
10108,6,10108,6,WH_ONLY,2003-03-03,51.044682342416365
10122,10,10122,10,WH_ONLY,2003-05-08,52.29044613450017
10135,7,10135,7,WH_ONLY,2003-07-02,49.485733686639
10147,7,10147,7,WH_ONLY,2003-09-05,50.497583851091235
10159,2,10159,2,WH_ONLY,2003-10-10,51.77124332393776
10169,2,10169,2,WH_ONLY,2003-11-04,51.71342981090987
10181,14,10181,14,WH_ONLY,2003-11-13,49.58405141107501
10191,3,10191,3,WH_ONLY,2003-11-20,51.353481778131346
10203,8,10203,8,WH_ONLY,2003-12-02,51.02243660176713
10211,2,10211,2,WH_ONLY,2004-01-15,50.64813742050643
10225,9,10225,9,WH_ONLY,2004-02-24,49.34352026223298
10238,3,10238,3,WH_ONLY,2004-04-09,51.87592784347567
10253,13,10253,13,WH_ONLY,2004-06-03,49.54528775747187
10266,14,10266,14,WH_ONLY,2004-07-06,50.35808966306157
10276,3,10276,3,WH_ONLY,2004-08-04,49.90666970399357
10287,12,10287,12,WH_ONLY,2004-08-30,52.06509838342579
10300,5,10300,5,WH_ONLY,2003-10-06,51.19853667878084
10310,10,10310,10,WH_ONLY,2004-10-18,52.121957927944884
10320,3,10320,3,WH_ONLY,2004-11-03,49.76566575577752
10329,5,10329,5,WH_ONLY,2004-11-15,51.02076987548405
10341,2,10341,2,WH_ONLY,2004-11-24,50.71063944972252
10363,3,10363,3,WH_ONLY,2005-01-06,52.21344741307456
10375,7,10375,7,WH_ONLY,2005-02-03,52.37234023747198
10389,4,10389,4,WH_ONLY,2005-03-03,49.13510114186396
10419,13,10419,13,WH_ONLY,2005-05-19,51.4499366259847
10105,15,10105,15,WH_ONLY,2003-02-13,49.788741646828925
10117,9,10117,9,WH_ONLY,2003-04-16,50.97698142861472
10127,2,10127,2,WH_ONLY,2003-06-04,50.178974613113525
10142,12,10142,12,WH_ONLY,2003-08-08,50.001419298304484
10153,11,10153,11,WH_ONLY,2003-09-30,50.045643108786955
10165,3,10165,3,WH_ONLY,2003-10-22,51.558612161139465
10176,2,10176,2,WH_ONLY,2003-11-06,50.718893819246034
10185,13,10185,13,WH_ONLY,2003-11-14,51.59651736683939
10196,5,10196,5,WH_ONLY,2003-11-26,50.3635619877065
10208,13,10208,13,WH_ONLY,2004-01-02,49.371642066662645
10220,2,10220,2,WH_ONLY,2004-02-12,51.84272272419739
10231,2,10231,2,WH_ONLY,2004-03-19,50.5730396179726
10247,2,10247,2,WH_ONLY,2004-05-05,50.99243243238019
10272,2,10272,2,WH_ONLY,2004-07-20,51.611231305136194
10282,5,10282,5,WH_ONLY,2004-08-20,50.421860745950596
10293,8,10293,8,WH_ONLY,2004-09-09,49.15542199805981
10306,13,10306,13,WH_ONLY,2004-10-16,55.148892448939925
10314,5,10314,5,WH_ONLY,2004-10-22,52.51018151764328
10325,8,10325,8,WH_ONLY,2004-11-05,51.30109140404281
10336,10,10336,10,WH_ONLY,2004-11-22,50.95363009817504
10348,8,10348,8,WH_ONLY,2004-11-01,50.8846290612397
10359,8,10359,8,WH_ONLY,2004-12-15,50.0498391691708
10371,6,10371,6,WH_ONLY,2005-01-24,50.19467494668698
10382,10,10382,10,WH_ONLY,2005-02-17,51.27351567208855
10395,1,10395,1,WH_ONLY,2005-03-18,49.645369825272645
10413,2,10413,2,WH_ONLY,2005-05-05,50.31283949186698
10103,8,10103,8,WH_ONLY,2003-01-29,50.26620438136831
10113,2,10113,2,WH_ONLY,2003-03-27,50.362706081166465
10126,8,10126,8,WH_ONLY,2003-05-28,52.409013258426114
10140,8,10140,8,WH_ONLY,2003-07-25,49.28524836070383
10150,5,10150,5,WH_ONLY,2003-09-19,50.69294586101606
10164,6,10164,6,WH_ONLY,2003-10-21,50.0822509822458
10174,1,10174,1,WH_ONLY,2003-11-06,52.31703263674804
10183,5,10183,5,WH_ONLY,2003-11-13,50.007892671456716
10194,8,10194,8,WH_ONLY,2003-11-25,50.64817164998101
10206,3,10206,3,WH_ONLY,2003-12-05,51.54938107059275
10216,1,10216,1,WH_ONLY,2004-02-02,51.09617530156914
10229,13,10229,13,WH_ONLY,2004-03-11,50.440108475427095
10245,6,10245,6,WH_ONLY,2004-05-04,50.13623199286668
10258,3,10258,3,WH_ONLY,2004-06-15,50.27358823438769
10270,6,10270,6,WH_ONLY,2004-07-19,50.6063988242647
10281,13,10281,13,WH_ONLY,2004-08-19,49.81442663321195
10291,8,10291,8,WH_ONLY,2004-09-08,51.146152291903434
10304,3,10304,3,WH_ONLY,2004-10-12,50.221755145629544
10313,11,10313,11,WH_ONLY,2004-10-22,50.45567953674713
10322,9,10322,9,WH_ONLY,2004-11-04,51.24879906060522
10333,6,10333,6,WH_ONLY,2004-11-18,52.24092731481166
10347,3,10347,3,WH_ONLY,2004-11-29,51.08221398521581
10357,8,10357,8,WH_ONLY,2004-12-10,49.284817229328326
10370,8,10370,8,WH_ONLY,2005-01-20,49.74949179375414
10381,1,10381,1,WH_ONLY,2005-02-17,51.94938866991714
10391,9,10391,9,WH_ONLY,2005-03-09,49.84238997485323
10411,6,10411,6,WH_ONLY,2005-05-02,49.71508595565339
10424,3,10424,3,WH_ONLY,2005-05-31,50.83026004298981
10107,1,10107,1,WH_ONLY,2003-02-24,51.61858567073001
10121,4,10121,4,WH_ONLY,2003-05-07,51.70833516279262
10134,1,10134,1,WH_ONLY,2003-07-01,50.5412880015498
10145,5,10145,5,WH_ONLY,2003-08-25,49.23028321686155
10159,13,10159,13,WH_ONLY,2003-10-10,51.83441895381055
10169,13,10169,13,WH_ONLY,2003-11-04,50.509815967060646
10180,8,10180,8,WH_ONLY,2003-11-11,51.242046116958676
10189,1,10189,1,WH_ONLY,2003-11-19,51.894824480009326
10201,1,10201,1,WH_ONLY,2003-12-01,51.60759998870799
10211,13,10211,13,WH_ONLY,2004-01-15,50.599040129361526
10224,6,10224,6,WH_ONLY,2004-02-23,49.9328096092857
10237,6,10237,6,WH_ONLY,2004-04-05,50.97411847494485
10251,1,10251,1,WH_ONLY,2004-05-19,52.22417091291492
10263,1,10263,1,WH_ONLY,2004-06-28,51.961044135653054
10276,14,10276,14,WH_ONLY,2004-08-04,49.35427656022943
10285,5,10285,5,WH_ONLY,2004-08-27,49.81143716995675
10299,8,10299,8,WH_ONLY,2004-10-01,52.556135130040374
10309,4,10309,4,WH_ONLY,2004-10-15,51.67178340859048
10319,9,10319,9,WH_ONLY,2004-11-03,51.981034520180785
10329,6,10329,6,WH_ONLY,2004-11-15,49.599023635126656
10341,8,10341,8,WH_ONLY,2004-11-24,51.14924159820626
10362,1,10362,1,WH_ONLY,2005-01-05,51.90837026029566
10375,13,10375,13,WH_ONLY,2005-02-03,51.04969493616997
10388,6,10388,6,WH_ONLY,2005-03-03,50.52569384022002
10403,6,10403,6,WH_ONLY,2005-04-08,49.75499766625906
10417,1,10417,1,WH_ONLY,2005-05-13,51.26588097590466
10104,1,10104,1,WH_ONLY,2003-01-31,50.24528324536383
10117,10,10117,10,WH_ONLY,2003-04-16,50.833089662493045
10127,3,10127,3,WH_ONLY,2003-06-05,52.024858251075784
10142,13,10142,13,WH_ONLY,2003-08-08,50.313101018763255
10153,12,10153,12,WH_ONLY,2003-09-30,52.09915108459449
10165,4,10165,4,WH_ONLY,2003-10-22,50.182383864251484
10176,3,10176,3,WH_ONLY,2003-11-07,51.67298967566287
10185,14,10185,14,WH_ONLY,2003-11-14,52.623387358403974
10196,6,10196,6,WH_ONLY,2003-11-26,49.611447926774844
10208,14,10208,14,WH_ONLY,2004-01-02,49.32497887539117
10220,3,10220,3,WH_ONLY,2004-02-13,50.88992147603362
10230,1,10230,1,WH_ONLY,2004-03-16,49.72144261593716
10247,3,10247,3,WH_ONLY,2004-05-05,51.71298113249688
10272,3,10272,3,WH_ONLY,2004-07-20,52.30435353515794
10282,6,10282,6,WH_ONLY,2004-08-20,50.99967281518218
10293,9,10293,9,WH_ONLY,2004-09-09,49.928962114047835
10306,14,10306,14,WH_ONLY,2004-10-14,50.4810819672463
10314,6,10314,6,WH_ONLY,2004-10-22,51.152785002154154
10324,1,10324,1,WH_ONLY,2004-11-05,49.401083457815886
10336,11,10336,11,WH_ONLY,2004-11-22,50.72163845104586
10348,4,10348,4,WH_ONLY,2004-11-01,51.087347079375895
10358,5,10358,5,WH_ONLY,2004-12-10,51.22853774791632
10372,4,10372,4,WH_ONLY,2005-01-28,49.8404215139033
10382,11,10382,11,WH_ONLY,2005-02-17,51.50013755431885
10413,3,10413,3,WH_ONLY,2005-05-05,49.23015531421591
10108,4,10108,4,WH_ONLY,2003-03-04,49.55614008074263
10122,8,10122,8,WH_ONLY,2003-05-08,52.22506680613639
10135,5,10135,5,WH_ONLY,2003-07-02,51.37415307809465
10147,5,10147,5,WH_ONLY,2003-09-05,49.052793796037605
10160,6,10160,6,WH_ONLY,2003-10-13,50.05572278852685
10170,4,10170,4,WH_ONLY,2003-11-04,50.21208615844494
10181,12,10181,12,WH_ONLY,2003-11-12,49.876434248916404
10191,1,10191,1,WH_ONLY,2003-11-20,50.15134478699176
10203,6,10203,6,WH_ONLY,2003-12-03,49.17385129473122
10212,16,10212,16,WH_ONLY,2004-01-16,50.3396864215768
10225,7,10225,7,WH_ONLY,2004-02-23,51.49998468393851
10238,1,10238,1,WH_ONLY,2004-04-09,51.13491923829683
10253,11,10253,11,WH_ONLY,2004-06-03,51.423822248291536
10266,12,10266,12,WH_ONLY,2004-07-06,49.769948797201174
10276,1,10276,1,WH_ONLY,2004-08-03,52.62476939943793
10287,10,10287,10,WH_ONLY,2004-08-31,51.80013527287179
10300,3,10300,3,WH_ONLY,2003-10-06,51.54366888142394
10310,8,10310,8,WH_ONLY,2004-10-18,52.0337292577822
10320,1,10320,1,WH_ONLY,2004-11-03,51.886759189644856
10329,13,10329,13,WH_ONLY,2004-11-15,50.859612328871634
10341,1,10341,1,WH_ONLY,2004-11-24,49.58139811079865
10363,4,10363,4,WH_ONLY,2005-01-06,50.798012471034156
10376,1,10376,1,WH_ONLY,2005-02-08,51.996149969305606
10389,6,10389,6,WH_ONLY,2005-03-03,51.82932722450564
10419,11,10419,11,WH_ONLY,2005-05-17,51.03639545695754
10105,14,10105,14,WH_ONLY,2003-02-12,49.42109226442563
10117,8,10117,8,WH_ONLY,2003-04-18,50.147829031558615
10127,1,10127,1,WH_ONLY,2003-06-04,51.77782097315568
10142,11,10142,11,WH_ONLY,2003-08-08,50.834700914068826
10153,10,10153,10,WH_ONLY,2003-09-29,50.94018766390344
10165,2,10165,2,WH_ONLY,2003-10-22,50.310810649942745
10176,1,10176,1,WH_ONLY,2003-11-06,50.546975459708655
10185,12,10185,12,WH_ONLY,2003-11-15,56.7817073069802
10196,4,10196,4,WH_ONLY,2003-11-26,51.762196605984855
10208,12,10208,12,WH_ONLY,2004-01-02,51.866160651091036
10220,1,10220,1,WH_ONLY,2004-02-12,50.6961634779974
10231,1,10231,1,WH_ONLY,2004-03-19,51.27226492289681
10247,1,10247,1,WH_ONLY,2004-05-05,49.96447963894275
10272,1,10272,1,WH_ONLY,2004-07-20,51.193664507961756
10282,4,10282,4,WH_ONLY,2004-08-20,50.44535161370294
10293,7,10293,7,WH_ONLY,2004-09-09,50.87066349270787
10306,12,10306,12,WH_ONLY,2004-10-14,50.889898495261065
10314,4,10314,4,WH_ONLY,2004-10-22,51.80082048741773
10325,1,10325,1,WH_ONLY,2004-11-05,49.156514885332086
10336,1,10336,1,WH_ONLY,2004-11-22,51.42741542363865
10349,10,10349,10,WH_ONLY,2004-12-01,50.54165992758763
10359,5,10359,5,WH_ONLY,2004-12-16,50.81564131547128
10372,1,10372,1,WH_ONLY,2005-01-26,49.34016529216562
10382,12,10382,12,WH_ONLY,2005-02-17,49.89329238798099
10396,3,10396,3,WH_ONLY,2005-03-23,50.781730931172504
10413,1,10413,1,WH_ONLY,2005-05-05,49.44114226690229
10108,7,10108,7,WH_ONLY,2003-03-05,50.50573380077969
10122,11,10122,11,WH_ONLY,2003-05-08,51.99283825152007
10135,8,10135,8,WH_ONLY,2003-07-02,49.521997054213905
10147,8,10147,8,WH_ONLY,2003-09-05,51.673503056565465
10159,3,10159,3,WH_ONLY,2003-10-10,50.64305512276315
10169,3,10169,3,WH_ONLY,2003-11-04,50.92286209701005
10181,15,10181,15,WH_ONLY,2003-11-12,49.96250311460536
10191,4,10191,4,WH_ONLY,2003-11-20,49.894020495711345
10203,9,10203,9,WH_ONLY,2003-12-02,49.77743650570245
10211,3,10211,3,WH_ONLY,2004-01-15,49.89098507284888
10225,10,10225,10,WH_ONLY,2004-02-23,50.00536606950732
10238,4,10238,4,WH_ONLY,2004-04-09,51.015985763246185
10253,14,10253,14,WH_ONLY,2004-06-03,51.61298831564162
10266,15,10266,15,WH_ONLY,2004-07-06,51.84667799406687
10276,4,10276,4,WH_ONLY,2004-08-03,51.002936229001804
10287,13,10287,13,WH_ONLY,2004-08-31,49.70846328726688
10300,6,10300,6,WH_ONLY,2003-10-06,50.637217659731085
10310,11,10310,11,WH_ONLY,2004-10-18,50.28836756478925
10320,4,10320,4,WH_ONLY,2004-11-03,49.94297833774848
10329,14,10329,14,WH_ONLY,2004-11-15,50.96282267992535
10341,10,10341,10,WH_ONLY,2004-11-24,50.85022168474121
10363,5,10363,5,WH_ONLY,2005-01-06,50.39917778244816
10377,5,10377,5,WH_ONLY,2005-02-09,50.8281994330633
10389,7,10389,7,WH_ONLY,2005-03-03,51.661523636814096
10419,14,10419,14,WH_ONLY,2005-05-18,52.13051388637777
10104,9,10104,9,WH_ONLY,2003-01-31,50.64794394234386
10115,5,10115,5,WH_ONLY,2003-04-04,51.78103246048018
10127,11,10127,11,WH_ONLY,2003-06-05,51.824912561118445
10141,5,10141,5,WH_ONLY,2003-08-01,49.97171412206467
10151,3,10151,3,WH_ONLY,2003-09-23,50.01010812420682
10165,12,10165,12,WH_ONLY,2003-10-22,50.502407080689046
10175,1,10175,1,WH_ONLY,2003-11-06,52.26305868112666
10184,6,10184,6,WH_ONLY,2003-11-15,56.59726318798746
10195,6,10195,6,WH_ONLY,2003-11-25,49.449732941684346
10207,7,10207,7,WH_ONLY,2003-12-11,50.82402188083083
10219,2,10219,2,WH_ONLY,2004-02-12,50.607396497313886
10229,1,10229,1,WH_ONLY,2004-03-11,51.11329661094561
10246,5,10246,5,WH_ONLY,2004-05-05,49.693590825808556
10259,4,10259,4,WH_ONLY,2004-06-15,51.57063497495088
10271,5,10271,5,WH_ONLY,2004-07-20,51.49646141735246
10281,1,10281,1,WH_ONLY,2004-08-19,51.903759976529614
10292,8,10292,8,WH_ONLY,2004-09-08,52.23326910106091
10305,5,10305,5,WH_ONLY,2004-10-13,51.74792109046801
10314,14,10314,14,WH_ONLY,2004-10-22,50.912444215094524
10324,7,10324,7,WH_ONLY,2004-11-05,50.93468677251229
10336,3,10336,3,WH_ONLY,2004-11-22,49.52182427202264
10349,9,10349,9,WH_ONLY,2004-12-01,51.54424041816415
10358,9,10358,9,WH_ONLY,2004-12-10,50.151211164187245
10371,4,10371,4,WH_ONLY,2005-01-24,51.88787052895035
10382,13,10382,13,WH_ONLY,2005-02-17,49.90279214219674
10412,5,10412,5,WH_ONLY,2005-05-05,49.53626812043027
10425,4,10425,4,WH_ONLY,2005-05-31,50.07477365038699
10108,3,10108,3,WH_ONLY,2003-03-04,49.1676303516627
10122,7,10122,7,WH_ONLY,2003-05-08,51.88574675506331
10135,4,10135,4,WH_ONLY,2003-07-02,51.83913921424101
10147,4,10147,4,WH_ONLY,2003-09-05,50.764124439630315
10160,5,10160,5,WH_ONLY,2003-10-13,50.034135649759705
10170,3,10170,3,WH_ONLY,2003-11-04,49.80907008280709
10181,11,10181,11,WH_ONLY,2003-11-13,49.05455347768648
10192,16,10192,16,WH_ONLY,2003-11-20,50.22762398494527
10203,5,10203,5,WH_ONLY,2003-12-02,51.945744078041834
10212,15,10212,15,WH_ONLY,2004-01-16,50.35754825101577
10225,6,10225,6,WH_ONLY,2004-02-23,50.19953508133392
10239,5,10239,5,WH_ONLY,2004-04-12,50.041603538203994
10253,10,10253,10,WH_ONLY,2004-06-02,49.861816526825635
10266,11,10266,11,WH_ONLY,2004-07-06,50.49916383730783
10277,1,10277,1,WH_ONLY,2004-08-06,51.52874344855485
10287,9,10287,9,WH_ONLY,2004-08-30,49.72323717076942
10300,2,10300,2,WH_ONLY,2003-10-06,49.31659992280731
10310,7,10310,7,WH_ONLY,2004-10-18,50.9483151432651
10321,15,10321,15,WH_ONLY,2004-11-04,50.48932759987517
10329,15,10329,15,WH_ONLY,2004-11-15,50.01921962607358
10341,7,10341,7,WH_ONLY,2004-11-25,52.26756441479075
10363,6,10363,6,WH_ONLY,2005-01-06,51.08160970477392
10377,1,10377,1,WH_ONLY,2005-02-09,50.782857277384714
10389,8,10389,8,WH_ONLY,2005-03-03,50.389100167682095
10405,5,10405,5,WH_ONLY,2005-04-14,50.73853511361605
10419,10,10419,10,WH_ONLY,2005-05-19,51.15462961630988
10103,10,10103,10,WH_ONLY,2003-01-29,51.6566727751942
