ORDERNUMBER,ORDERLINENUMBER,order_id,order_line,warehouse,delivery_date,shipping_cost
10307,9,10307,9,WH_C,2004-10-15,32.363610458292676
10316,17,10316,17,WH_C,2004-11-01,33.83366231764041
10325,6,10325,6,WH_C,2004-11-06,38.66568767744454
10337,8,10337,8,WH_C,2004-11-21,38.035528615556885
10350,5,10350,5,WH_C,2004-12-02,34.45293677331934
10359,6,10359,6,WH_C,2004-12-16,34.12199820104347
10373,3,10373,3,WH_C,2005-01-31,34.515483929142626
10384,4,10384,4,WH_C,2005-02-23,33.98462794026241
10395,2,10395,2,WH_C,2005-03-17,33.31859081251288
10400,9,10400,9,WH_C,2005-04-01,34.88404566708661
10414,3,10414,3,WH_C,2005-05-07,39.348449254189234
10103,4,10103,4,WH_C,2003-01-29,34.189515867846815
10114,8,10114,8,WH_C,2003-04-02,34.20203079724568
10126,4,10126,4,WH_C,2003-05-28,32.862973813065416
10140,4,10140,4,WH_C,2003-07-24,34.253846713801465
10150,1,10150,1,WH_C,2003-09-19,32.302726627024896
10164,2,10164,2,WH_C,2003-10-21,33.0290722773221
10175,9,10175,9,WH_C,2003-11-06,32.61885423314733
10183,1,10183,1,WH_C,2003-11-15,39.54840790018401
10194,4,10194,4,WH_C,2003-11-25,34.659887713117044
10207,15,10207,15,WH_C,2003-12-10,33.95668588371339
10217,4,10217,4,WH_C,2004-02-04,34.22323737417259
10229,9,10229,9,WH_C,2004-03-12,33.75488887238917
10245,2,10245,2,WH_C,2004-05-04,35.19978680257382
10259,12,10259,12,WH_C,2004-06-15,33.26075357717221
10270,2,10270,2,WH_C,2004-07-19,32.99977951582311
10281,9,10281,9,WH_C,2004-08-19,32.89705431423965
10291,4,10291,4,WH_C,2004-09-08,34.422266613873006
10305,13,10305,13,WH_C,2004-10-13,33.82896364013851
10313,7,10313,7,WH_C,2004-10-22,33.285706777851814
10322,8,10322,8,WH_C,2004-11-06,37.359253452896795
10334,2,10334,2,WH_C,2004-11-19,34.37265469757848
10347,2,10347,2,WH_C,2004-11-29,31.644210480822494
10357,9,10357,9,WH_C,2004-12-10,34.22134853265955
10370,4,10370,4,WH_C,2005-01-20,34.63477884459616
10381,6,10381,6,WH_C,2005-02-17,32.99557595374597
10391,7,10391,7,WH_C,2005-03-10,32.84957204573266
10411,2,10411,2,WH_C,2005-05-02,33.811186611490015
10425,12,10425,12,WH_C,2005-05-31,34.419230230647656
10108,6,10108,6,WH_C,2003-03-04,33.39480989629706
10122,10,10122,10,WH_C,2003-05-09,34.64848988395626
10135,7,10135,7,WH_C,2003-07-03,31.99501876129004
10147,7,10147,7,WH_C,2003-09-05,33.83476253091895
10159,2,10159,2,WH_C,2003-10-10,33.80428249901496
10169,2,10169,2,WH_C,2003-11-05,34.60198942587077
10181,14,10181,14,WH_C,2003-11-12,32.75221063586165
10191,3,10191,3,WH_C,2003-11-20,34.76548161311848
10203,8,10203,8,WH_C,2003-12-02,33.44216043806676
10211,2,10211,2,WH_C,2004-01-15,32.91889969553156
10225,9,10225,9,WH_C,2004-02-23,32.86007114336086
10238,3,10238,3,WH_C,2004-04-09,34.43231648589601
10253,13,10253,13,WH_C,2004-06-02,32.63576357134566
10266,14,10266,14,WH_C,2004-07-07,32.68069930096087
10276,3,10276,3,WH_C,2004-08-03,33.09247487396352
10287,12,10287,12,WH_C,2004-08-30,34.328889810248405
10300,5,10300,5,WH_C,2003-10-06,33.97310879793852
10310,10,10310,10,WH_C,2004-10-18,34.008499621408
10320,3,10320,3,WH_C,2004-11-03,33.02678636122549
10329,5,10329,5,WH_C,2004-11-15,33.87840164063233
10341,2,10341,2,WH_C,2004-11-24,33.998032890872494
10363,3,10363,3,WH_C,2005-01-07,34.11967846415289
10375,7,10375,7,WH_C,2005-02-03,34.35214737175305
10389,4,10389,4,WH_C,2005-03-03,32.17041521797036
10419,13,10419,13,WH_C,2005-05-18,33.75771829240932
10105,15,10105,15,WH_C,2003-02-11,31.816020027118565
10117,9,10117,9,WH_C,2003-04-18,33.45730977710677
10127,2,10127,2,WH_C,2003-06-04,32.701095772731335
10142,12,10142,12,WH_C,2003-08-09,38.055091360704424
10153,11,10153,11,WH_C,2003-09-29,33.388155796325435
10165,3,10165,3,WH_C,2003-10-22,33.49292885700361
10176,2,10176,2,WH_C,2003-11-08,37.63127617122994
10185,13,10185,13,WH_C,2003-11-14,33.94975162932045
10196,5,10196,5,WH_C,2003-11-26,33.23015226210859
10208,13,10208,13,WH_C,2004-01-03,37.227537391706626
10220,2,10220,2,WH_C,2004-02-13,34.04814079089073
10231,2,10231,2,WH_C,2004-03-19,32.48755218516518
10247,2,10247,2,WH_C,2004-05-06,32.931051593671654
10272,2,10272,2,WH_C,2004-07-20,33.72812899724106
10282,5,10282,5,WH_C,2004-08-20,32.75037365763519
10293,8,10293,8,WH_C,2004-09-09,32.538792234432364
10306,13,10306,13,WH_C,2004-10-14,33.35478331457851
10314,5,10314,5,WH_C,2004-10-22,34.46096487991797
10325,8,10325,8,WH_C,2004-11-05,33.69642075894828
10336,10,10336,10,WH_C,2004-11-22,34.43736076605221
10348,8,10348,8,WH_C,2004-11-01,34.19128302166192
10359,8,10359,8,WH_C,2004-12-16,32.338298484478116
10371,6,10371,6,WH_C,2005-01-24,33.70858123311499
10382,10,10382,10,WH_C,2005-02-17,34.45984136878562
10395,1,10395,1,WH_C,2005-03-17,32.13186876585095
10413,2,10413,2,WH_C,2005-05-05,32.55594745980933
10103,8,10103,8,WH_C,2003-01-29,32.57642263783745
10113,2,10113,2,WH_C,2003-03-28,33.444492450357075
10126,8,10126,8,WH_C,2003-05-28,34.64291459206609
10140,8,10140,8,WH_C,2003-07-24,32.35889116703821
10150,5,10150,5,WH_C,2003-09-19,33.581824014179645
10164,6,10164,6,WH_C,2003-10-21,32.231104884732446
10174,1,10174,1,WH_C,2003-11-08,39.64938300138747
10183,5,10183,5,WH_C,2003-11-15,36.98714897084376
10194,8,10194,8,WH_C,2003-11-25,32.95238214212195
10206,3,10206,3,WH_C,2003-12-05,34.01003323328354
10216,1,10216,1,WH_C,2004-02-03,34.41305238914606
10229,13,10229,13,WH_C,2004-03-11,33.253342664119394
10245,6,10245,6,WH_C,2004-05-04,33.14351742104024
10258,3,10258,3,WH_C,2004-06-15,33.319239868890506
10270,6,10270,6,WH_C,2004-07-19,32.40472585062244
10281,13,10281,13,WH_C,2004-08-19,32.584633176635194
10291,8,10291,8,WH_C,2004-09-08,33.0801749233691
10304,3,10304,3,WH_C,2004-10-11,32.56719945031679
10313,11,10313,11,WH_C,2004-10-22,32.53082397076328
10322,9,10322,9,WH_C,2004-11-04,33.82024289702578
10333,6,10333,6,WH_C,2004-11-18,34.69078737856671
10347,3,10347,3,WH_C,2004-11-29,33.67098906376482
10357,8,10357,8,WH_C,2004-12-10,32.44141350499548
10370,8,10370,8,WH_C,2005-01-20,31.93419274292792
10381,1,10381,1,WH_C,2005-02-17,34.90704748899954
10391,9,10391,9,WH_C,2005-03-09,33.32799386600145
10411,6,10411,6,WH_C,2005-05-02,32.0314462281191
10424,3,10424,3,WH_C,2005-05-31,33.99377795602949
10107,1,10107,1,WH_C,2003-02-25,33.48892763285479
10121,4,10121,4,WH_C,2003-05-07,33.56054451740914
10134,1,10134,1,WH_C,2003-07-01,32.42747569294569
10145,5,10145,5,WH_C,2003-08-25,32.047407084777944
10159,13,10159,13,WH_C,2003-10-10,35.2824468277136
10169,13,10169,13,WH_C,2003-11-04,32.37445514729541
10180,8,10180,8,WH_C,2003-11-11,33.9431405511376
10189,1,10189,1,WH_C,2003-11-19,33.73233054494098
10201,1,10201,1,WH_C,2003-12-01,33.44318403977482
10211,13,10211,13,WH_C,2004-01-15,32.583430236726976
10224,6,10224,6,WH_C,2004-02-23,32.887135658645036
10237,6,10237,6,WH_C,2004-04-06,33.75274285375146
10251,1,10251,1,WH_C,2004-05-18,34.24080454109516
10263,1,10263,1,WH_C,2004-06-28,34.85441937657913
10276,14,10276,14,WH_C,2004-08-02,32.560691789995296
10285,5,10285,5,WH_C,2004-08-27,32.2841885576223
10299,8,10299,8,WH_C,2004-10-01,34.452482358385765
10309,4,10309,4,WH_C,2004-10-15,33.92316830408064
10319,9,10319,9,WH_C,2004-11-03,34.440860317549756
10329,6,10329,6,WH_C,2004-11-15,32.944456303967954
10341,8,10341,8,WH_C,2004-11-25,33.52914650743308
10362,1,10362,1,WH_C,2005-01-05,33.711882676280666
10375,13,10375,13,WH_C,2005-02-03,34.27924286753306
10388,6,10388,6,WH_C,2005-03-03,33.068582405294386
10403,6,10403,6,WH_C,2005-04-08,31.683882888061277
10417,1,10417,1,WH_C,2005-05-13,33.44024869038124
10104,1,10104,1,WH_C,2003-01-31,32.47901118751021
10117,10,10117,10,WH_C,2003-04-16,33.064501625900505
10127,3,10127,3,WH_C,2003-06-03,34.84300365317368
10142,13,10142,13,WH_C,2003-08-08,33.26473929672787
10153,12,10153,12,WH_C,2003-09-29,34.17755263420743
10165,4,10165,4,WH_C,2003-10-22,32.228134690814315
10176,3,10176,3,WH_C,2003-11-06,33.65547554781942
10185,14,10185,14,WH_C,2003-11-16,39.55467407695474
10196,6,10196,6,WH_C,2003-11-26,32.16518451593727
10208,14,10208,14,WH_C,2004-01-02,31.89630317959697
10220,3,10220,3,WH_C,2004-02-13,32.966461474238415
10230,1,10230,1,WH_C,2004-03-17,32.030067673868594
10247,3,10247,3,WH_C,2004-05-05,33.95525822126447
10272,3,10272,3,WH_C,2004-07-20,34.40680214881685
10282,6,10282,6,WH_C,2004-08-20,32.93391779907573
10293,9,10293,9,WH_C,2004-09-09,32.801197625692055
10306,14,10306,14,WH_C,2004-10-14,33.27967460766895
10314,6,10314,6,WH_C,2004-10-22,34.46781452744287
10324,1,10324,1,WH_C,2004-11-06,36.83362551284216
10336,11,10336,11,WH_C,2004-11-20,39.15938965976558
10348,4,10348,4,WH_C,2004-11-02,33.72306385876942
10358,5,10358,5,WH_C,2004-12-10,33.731297918652615
10372,4,10372,4,WH_C,2005-01-28,32.81086946383947
10382,11,10382,11,WH_C,2005-02-17,33.92280337702226
10413,3,10413,3,WH_C,2005-05-05,32.721530613055506
10108,4,10108,4,WH_C,2003-03-03,33.02371469300719
10122,8,10122,8,WH_C,2003-05-08,34.285158510332884
10135,5,10135,5,WH_C,2003-07-02,34.19500046034841
10147,5,10147,5,WH_C,2003-09-05,32.35130542225172
10160,6,10160,6,WH_C,2003-10-13,32.5906933206178
10170,4,10170,4,WH_C,2003-11-04,32.3239438091616
10181,12,10181,12,WH_C,2003-11-12,32.98219383982884
10191,1,10191,1,WH_C,2003-11-22,37.510423128960724
10203,6,10203,6,WH_C,2003-12-02,32.55425871250699
10212,16,10212,16,WH_C,2004-01-17,38.75664144302261
10225,7,10225,7,WH_C,2004-02-23,34.02283645409882
10238,1,10238,1,WH_C,2004-04-09,33.64079423712022
10253,11,10253,11,WH_C,2004-06-01,33.76851556205969
10266,12,10266,12,WH_C,2004-07-06,31.94875920061722
10276,1,10276,1,WH_C,2004-08-02,34.464957077752146
10287,10,10287,10,WH_C,2004-08-30,34.34925901943211
10300,3,10300,3,WH_C,2003-10-06,34.429737078400635
10310,8,10310,8,WH_C,2004-10-16,39.13302585417748
10320,1,10320,1,WH_C,2004-11-03,34.86283748190289
10329,13,10329,13,WH_C,2004-11-15,33.5425681792876
10341,1,10341,1,WH_C,2004-11-26,32.964951408799465
10363,4,10363,4,WH_C,2005-01-06,34.254441794305166
10376,1,10376,1,WH_C,2005-02-08,33.84178848713353
10389,6,10389,6,WH_C,2005-03-03,33.86231303455263
10419,11,10419,11,WH_C,2005-05-17,33.2808403717592
10105,14,10105,14,WH_C,2003-02-11,32.16376608091386
10117,8,10117,8,WH_C,2003-04-16,33.3311136434821
10127,1,10127,1,WH_C,2003-06-03,34.963346417752376
10142,11,10142,11,WH_C,2003-08-08,33.86092278189258
10153,10,10153,10,WH_C,2003-09-29,33.43062445758108
10165,2,10165,2,WH_C,2003-10-22,32.51586230274307
10176,1,10176,1,WH_C,2003-11-06,32.84587505054978
10185,12,10185,12,WH_C,2003-11-15,39.74258982746367
10196,4,10196,4,WH_C,2003-11-26,33.614195899862246
10208,12,10208,12,WH_C,2004-01-02,34.05290922532443
10220,1,10220,1,WH_C,2004-02-13,33.176803644981014
10231,1,10231,1,WH_C,2004-03-19,33.65854456046499
10247,1,10247,1,WH_C,2004-05-05,32.68506340793166
10272,1,10272,1,WH_C,2004-07-20,34.21986607900506
10282,4,10282,4,WH_C,2004-08-20,33.28008493922712
10293,7,10293,7,WH_C,2004-09-09,33.01202826482468
10306,12,10306,12,WH_A,2004-10-15,50.889898495261065
10314,4,10314,4,WH_C,2004-10-23,40.06065406405709
10325,1,10325,1,WH_A,2004-11-05,49.156514885332086
10336,1,10336,1,WH_C,2004-11-22,34.83764989720226
10349,10,10349,10,WH_C,2004-12-01,32.521085259805616
10359,5,10359,5,WH_C,2004-12-16,33.04491386338613
10372,1,10372,1,WH_C,2005-01-27,31.96178105574615
10382,12,10382,12,WH_C,2005-02-18,33.23013857659613
10396,3,10396,3,WH_C,2005-03-23,33.37185551381279
10413,1,10413,1,WH_C,2005-05-05,32.06396244822766
10108,7,10108,7,WH_C,2003-03-03,33.68252523178357
10122,11,10122,11,WH_C,2003-05-08,34.68238749845412
10135,8,10135,8,WH_C,2003-07-02,32.283720702020474
10147,8,10147,8,WH_C,2003-09-05,34.05575894746063
10159,3,10159,3,WH_C,2003-10-10,32.9852128145929
10169,3,10169,3,WH_A,2003-11-06,50.92286209701005
10181,15,10181,15,WH_C,2003-11-12,32.76614093830551
10191,4,10191,4,WH_C,2003-11-20,32.245951454110966
10203,9,10203,9,WH_C,2003-12-02,32.34621342561505
10211,3,10211,3,WH_C,2004-01-15,31.856258731005497
10225,10,10225,10,WH_C,2004-02-23,32.30162140461485
10238,4,10238,4,WH_C,2004-04-09,34.20296661454893
10253,14,10253,14,WH_C,2004-06-01,34.962085026755474
10266,15,10266,15,WH_C,2004-07-06,34.186696755750276
10276,4,10276,4,WH_C,2004-08-02,34.45156528962992
10287,13,10287,13,WH_C,2004-08-30,32.12936534035754
10300,6,10300,6,WH_C,2003-10-06,32.48633407299973
10310,11,10310,11,WH_C,2004-10-18,32.73048847912905
10320,4,10320,4,WH_C,2004-11-03,32.72159954023648
10329,14,10329,14,WH_C,2004-11-15,33.293891798843106
10341,10,10341,10,WH_C,2004-11-24,33.499058764528954
10363,5,10363,5,WH_C,2005-01-06,32.89388738771177
10377,5,10377,5,WH_C,2005-02-09,32.67970519360918
10389,7,10389,7,WH_C,2005-03-03,34.43500315960024
10419,14,10419,14,WH_C,2005-05-17,33.98123103839231
10104,9,10104,9,WH_C,2003-01-31,32.551181552933926
10115,5,10115,5,WH_C,2003-04-04,34.89425402801095
10127,11,10127,11,WH_C,2003-06-03,35.171475762828905
10141,5,10141,5,WH_C,2003-08-01,33.30082203884946
10151,3,10151,3,WH_C,2003-09-23,33.50305689155556
10165,12,10165,12,WH_C,2003-10-22,33.83137641955513
10175,1,10175,1,WH_C,2003-11-06,34.54155012702581
10184,6,10184,6,WH_A,2003-11-14,51.59726318798746
10195,6,10195,6,WH_C,2003-11-25,32.36264089878341
10207,7,10207,7,WH_C,2003-12-09,32.82543051042485
10219,2,10219,2,WH_C,2004-02-11,34.07316047603052
10229,1,10229,1,WH_C,2004-03-11,33.16777414841017
10246,5,10246,5,WH_C,2004-05-05,32.67481052340731
10259,4,10259,4,WH_C,2004-06-15,34.83114909990364
10271,5,10271,5,WH_C,2004-07-20,33.74477436650512
10281,1,10281,1,WH_C,2004-08-19,34.26623030011027
10292,8,10292,8,WH_C,2004-09-08,34.21032201470936
10305,5,10305,5,WH_C,2004-10-13,33.9376512117625
10314,14,10314,14,WH_C,2004-10-22,32.98106528590098
10324,7,10324,7,WH_C,2004-11-05,33.90086397067853
10336,3,10336,3,WH_C,2004-11-22,32.709096213977645
10349,9,10349,9,WH_C,2004-12-01,33.706553567418695
10358,9,10358,9,WH_C,2004-12-10,32.20176642114245
10371,4,10371,4,WH_C,2005-01-25,33.69025038385534
10382,13,10382,13,WH_C,2005-02-17,32.63646358333443
10412,5,10412,5,WH_C,2005-05-03,32.347650911363814
10425,4,10425,4,WH_C,2005-05-31,32.17394595550148
10108,3,10108,3,WH_C,2003-03-03,32.041459514475605
10122,7,10122,7,WH_C,2003-05-08,33.77622859563898
10135,4,10135,4,WH_C,2003-07-02,33.837894816753504
10147,4,10147,4,WH_C,2003-09-05,33.46507282715163
10160,5,10160,5,WH_C,2003-10-13,32.17501583491734
10170,3,10170,3,WH_C,2003-11-04,31.940559489448226
10181,11,10181,11,WH_A,2003-11-13,49.05455347768648
10192,16,10192,16,WH_C,2003-11-21,32.126347977876094
10203,5,10203,5,WH_C,2003-12-03,34.513804831987905
10212,15,10212,15,WH_C,2004-01-16,32.37991788010342
10225,6,10225,6,WH_C,2004-02-23,33.10286852111213
10239,5,10239,5,WH_C,2004-04-12,31.947483931417693
10253,10,10253,10,WH_C,2004-06-01,32.63898932236265
10266,11,10266,11,WH_C,2004-07-06,33.99258419219183
10277,1,10277,1,WH_C,2004-08-04,33.450060749324805
10287,9,10287,9,WH_C,2004-08-30,33.07735552190434
10300,2,10300,2,WH_C,2003-10-06,32.23026689573268
10310,7,10310,7,WH_C,2004-10-18,32.789428099598624
10321,15,10321,15,WH_C,2004-11-04,32.31913473743277
10329,15,10329,15,WH_C,2004-11-15,32.46353013226212
10341,7,10341,7,WH_C,2004-11-24,34.62816089250708
10363,6,10363,6,WH_C,2005-01-06,33.747415830905
10377,1,10377,1,WH_C,2005-02-09,33.730093837332625
10389,8,10389,8,WH_C,2005-03-03,33.274652854149934
10405,5,10405,5,WH_C,2005-04-14,33.018655313956344
10419,10,10419,10,WH_C,2005-05-17,33.308807111206924
10103,10,10103,10,WH_C,2003-01-29,33.75585441151495
10113,4,10113,4,WH_C,2003-03-26,33.773806427940755
10126,10,10126,10,WH_C,2003-05-28,32.86308731970999
10140,10,10140,10,WH_C,2003-07-24,33.36196254634076
10150,7,10150,7,WH_C,2003-09-19,33.611350337357365
10164,8,10164,8,WH_C,2003-10-21,34.41885004054892
10174,3,10174,3,WH_C,2003-11-06,33.79856745700336
10183,7,10183,7,WH_C,2003-11-15,38.229687345187386
10194,10,10194,10,WH_C,2003-11-25,32.36432523396948
10206,5,10206,5,WH_C,2003-12-05,34.0921666676429
10215,2,10215,2,WH_C,2004-01-29,32.6302830066202
10228,1,10228,1,WH_C,2004-03-10,32.69527338296551
10245,8,10245,8,WH_C,2004-05-04,32.20177999037361
10258,5,10258,5,WH_C,2004-06-15,34.36640920771012
10270,8,10270,8,WH_C,2004-07-19,32.97401773962498
10280,1,10280,1,WH_C,2004-08-17,32.8909902170317
10291,10,10291,10,WH_C,2004-09-08,34.99991515830304
10304,5,10304,5,WH_C,2004-10-11,32.27039209218236
10312,2,10312,2,WH_C,2004-10-21,33.23425484367809
10322,10,10322,10,WH_C,2004-11-04,33.5981713564663
10333,7,10333,7,WH_C,2004-11-18,32.42599601536498
10347,5,10347,5,WH_C,2004-11-29,33.987176814488265
10357,1,10357,1,WH_C,2004-12-10,32.20207408411281
10370,1,10370,1,WH_C,2005-01-20,33.40254780508247
10381,2,10381,2,WH_C,2005-02-17,33.34069286948416
10391,10,10391,10,WH_C,2005-03-10,33.50175390938806
10411,8,10411,8,WH_C,2005-05-02,33.67500745211434
10424,5,10424,5,WH_C,2005-05-31,32.44843496376551
10109,4,10109,4,WH_C,2003-03-12,32.025625854698994
10122,2,10122,2,WH_C,2003-05-08,34.4822149324626
10136,2,10136,2,WH_C,2003-07-04,33.28129257968557
10148,13,10148,13,WH_C,2003-09-12,34.30980495058921
10161,12,10161,12,WH_C,2003-10-17,34.377661646010615
10171,2,10171,2,WH_C,2003-11-05,34.15579719787642
10181,6,10181,6,WH_A,2003-11-12,50.45057145888513
10192,11,10192,11,WH_C,2003-11-20,32.86934067302218
10204,17,10204,17,WH_C,2003-12-02,34.78337456152879
10212,10,10212,10,WH_C,2004-01-16,33.23975954029392
10225,1,10225,1,WH_C,2004-02-23,32.94901154455236
10240,3,10240,3,WH_C,2004-04-14,34.81904182607474
10253,5,10253,5,WH_C,2004-06-01,34.901484239787735
10266,6,10266,6,WH_C,2004-07-06,33.14482199637433
10278,6,10278,6,WH_C,2004-08-06,31.921556964697995
